Location,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Cloud9am,Cloud3pm,Temp3pm,Month,RainTomorrow
3,0.0,7.6,10.9,7,41.0,5,5,9.0,15.0,43.0,34.0,1015.1,0.0,3.0,23.2,3,No
3,0.0,6.8,11.8,7,30.0,7,8,11.0,9.0,58.0,25.0,1015.6,0.0,0.0,24.4,3,No
3,0.0,6.4,11.8,2,28.0,2,0,11.0,9.0,41.0,23.0,1015.8,0.0,0.0,27.7,3,No
3,0.0,6.0,11.3,5,24.0,0,7,4.0,9.0,39.0,16.0,1014.7,5.0,1.0,30.8,3,No
3,0.0,8.0,11.6,0,39.0,2,9,7.0,6.0,29.0,9.0,1014.5,0.0,1.0,32.7,3,No
3,0.0,9.0,11.4,1,28.0,1,3,13.0,7.0,40.0,14.0,1014.7,1.0,3.0,32.6,3,No
3,0.0,10.2,7.9,12,28.0,4,15,13.0,13.0,46.0,19.0,1014.4,7.0,1.0,32.8,3,No
3,0.0,9.0,10.8,11,35.0,11,15,9.0,15.0,35.0,17.0,1014.5,2.0,1.0,34.7,3,No
3,0.0,10.2,11.1,12,43.0,11,14,15.0,20.0,30.0,12.0,1014.9,1.0,1.0,35.6,3,No
3,0.0,11.4,6.6,12,37.0,10,14,13.0,9.0,31.0,13.0,1019.2,5.0,4.0,36.3,3,No
3,0.2,11.4,10.3,3,33.0,6,8,13.0,11.0,46.0,18.0,1021.3,3.0,1.0,30.8,3,No
3,0.0,9.8,11.4,1,37.0,1,6,20.0,6.0,52.0,23.0,1021.2,0.0,1.0,29.8,3,No
3,0.0,7.8,11.1,9,26.0,1,2,13.0,7.0,40.0,18.0,1020.3,5.0,6.0,30.2,3,No
3,0.0,7.0,11.1,3,33.0,0,6,17.0,9.0,43.0,24.0,1019.5,3.0,1.0,29.4,3,No
3,0.0,8.4,11.2,3,44.0,3,3,15.0,19.0,55.0,36.0,1016.3,1.0,6.0,28.8,4,No
3,0.0,8.8,11.2,2,37.0,0,2,19.0,20.0,67.0,40.0,1017.9,0.0,6.0,29.4,4,No
3,0.0,6.8,10.3,11,31.0,1,15,19.0,9.0,60.0,36.0,1018.0,2.0,6.0,30.9,4,No
3,0.2,8.2,11.2,8,43.0,8,8,17.0,11.0,51.0,30.0,1020.2,0.0,0.0,23.6,4,No
3,0.0,7.0,11.2,7,31.0,6,5,11.0,15.0,40.0,17.0,1019.8,0.0,0.0,24.0,4,No
3,0.0,6.2,11.0,7,43.0,6,8,17.0,15.0,53.0,23.0,1021.2,0.0,0.0,22.2,4,No
3,0.0,7.6,11.2,7,31.0,8,6,13.0,13.0,44.0,26.0,1023.6,0.0,0.0,24.6,4,No
3,0.0,5.8,9.0,1,35.0,1,1,24.0,11.0,57.0,32.0,1023.0,1.0,3.0,28.1,4,No
3,0.0,6.6,5.5,15,43.0,1,1,15.0,15.0,45.0,32.0,1021.2,7.0,7.0,26.7,4,Yes
3,0.0,1.8,4.4,1,24.0,2,0,6.0,9.0,92.0,71.0,1020.6,7.0,7.0,22.1,4,No
3,0.4,2.2,6.2,7,19.0,7,7,16.68421052631579,4.0,94.0,61.0,1016.4,7.0,6.0,23.8,4,No
3,0.0,2.8,11.1,15,39.0,14,9,15.0,22.0,56.0,23.0,1014.6,0.0,1.0,27.4,4,No
3,0.0,8.0,9.8,14,33.0,1,15,13.0,15.0,52.0,22.0,1015.1,5.0,2.0,28.8,4,No
3,0.0,5.0,11.0,7,28.0,6,7,11.0,13.0,38.0,27.0,1017.7,0.0,0.0,23.5,4,No
3,0.0,5.0,11.0,8,35.0,8,8,7.0,15.0,50.0,29.0,1020.9,0.0,0.0,23.1,4,No
3,0.0,5.0,10.9,2,26.0,6,6,7.0,9.0,46.0,25.0,1020.3,0.0,0.0,24.7,4,No
3,0.0,5.2,11.2,3,31.0,0,8,13.0,15.0,52.0,23.0,1019.6,0.0,1.0,23.5,4,No
3,0.0,6.2,10.9,2,35.0,0,2,19.0,13.0,52.0,33.0,1021.0,1.0,1.0,23.4,4,No
3,0.0,5.0,9.9,0,31.0,2,3,15.0,15.0,58.0,30.0,1021.8,4.0,1.0,23.7,4,No
3,0.0,4.4,11.0,4,33.0,1,0,20.0,9.0,57.0,28.0,1018.5,0.0,4.0,25.3,4,No
3,0.0,7.0,4.3,15,57.0,14,12,6.0,24.0,51.0,36.0,1009.2,8.0,6.0,23.9,4,No
3,0.6,5.0,10.6,14,46.0,9,15,13.0,24.0,64.0,36.0,1010.3,1.0,5.0,21.9,4,No
3,1.0,5.6,9.0,15,63.0,9,13,22.0,19.0,54.0,37.0,1011.1,1.0,6.0,16.5,4,No
3,0.0,4.8,10.3,9,52.0,9,15,9.0,17.0,58.0,34.0,1017.7,0.0,1.0,18.8,4,No
3,1.0,4.2,8.0,9,35.0,5,5,17.0,19.0,78.0,41.0,1020.7,7.0,3.0,18.6,4,No
3,0.0,4.0,9.6,5,33.0,6,5,4.0,11.0,57.0,34.0,1021.6,7.0,2.0,16.4,4,No
3,0.0,3.0,7.8,2,17.0,2,6,7.0,2.0,49.0,31.0,1024.9,6.0,6.0,19.1,5,No
3,0.0,2.4,10.6,8,28.0,3,6,7.0,15.0,39.0,29.0,1025.6,0.0,1.0,19.8,5,No
3,0.0,4.2,10.7,2,30.0,3,2,9.0,17.0,54.0,22.0,1026.0,0.0,1.0,21.9,5,No
3,0.0,4.2,10.7,2,22.0,3,7,11.0,9.0,55.0,25.0,1028.3,0.0,1.0,23.2,5,No
3,0.0,4.8,10.4,8,22.0,2,6,7.0,13.0,41.0,18.0,1029.7,1.0,2.0,22.6,5,No
3,0.0,4.6,10.6,5,20.0,4,8,9.0,9.0,45.0,25.0,1027.4,1.0,3.0,22.5,5,No
3,0.0,4.0,10.4,3,26.0,8,3,9.0,9.0,45.0,25.0,1025.5,1.0,1.0,22.6,5,No
3,0.0,4.0,10.5,7,24.0,8,7,9.0,13.0,65.0,27.0,1027.7,0.0,0.0,21.0,5,No
3,0.0,4.0,10.5,7,24.0,8,8,4.0,11.0,55.0,27.0,1025.1,0.0,0.0,21.5,5,No
3,0.0,3.4,10.4,5,22.0,3,2,6.0,9.0,45.0,25.0,1022.2,0.0,0.0,22.7,5,No
3,0.0,4.2,9.3,1,30.0,1,1,17.0,9.0,52.0,27.0,1022.6,0.0,4.0,23.1,5,No
3,0.0,4.0,8.7,8,24.0,4,5,13.0,9.0,42.0,29.0,1021.5,0.0,4.0,21.6,5,No
3,0.0,3.4,10.2,9,33.0,0,9,2.0,20.0,45.0,30.0,1019.1,1.0,4.0,19.7,5,No
3,0.0,4.6,10.0,9,31.0,5,9,6.0,15.0,51.0,35.0,1019.4,0.0,3.0,19.2,5,No
3,0.0,3.4,10.4,9,37.0,13,13,9.0,19.0,50.0,32.0,1019.6,1.0,1.0,20.2,5,No
3,0.0,4.4,7.6,5,39.0,9,9,17.0,17.0,56.0,46.0,1018.1,2.0,6.0,19.9,5,No
3,0.0,3.6,6.9,8,31.0,8,8,7.0,17.0,64.0,35.0,1022.3,7.0,6.0,18.5,5,No
3,0.2,2.8,10.1,2,46.0,3,2,11.0,20.0,64.0,49.0,1018.5,1.0,3.0,20.4,5,No
3,0.0,4.0,10.2,0,44.0,0,1,24.0,19.0,68.0,50.0,1017.5,2.0,4.0,22.4,5,No
3,0.0,4.0,9.9,1,44.0,1,1,24.0,19.0,66.0,49.0,1021.2,2.0,2.0,22.6,5,No
3,0.0,4.6,6.3,4,44.0,4,10,24.0,17.0,67.0,50.0,1022.6,6.0,5.0,20.8,5,No
3,1.0,3.8,2.8,4,26.0,10,11,13.0,2.0,87.0,63.0,1020.8,7.0,7.0,19.9,5,Yes
3,0.0,0.8,9.4,7,24.0,8,7,6.0,13.0,74.0,44.0,1023.1,3.0,2.0,15.6,5,No
3,0.0,2.4,9.3,5,28.0,7,9,6.0,11.0,82.0,45.0,1023.7,2.0,4.0,15.3,5,No
3,0.0,2.2,9.7,2,37.0,2,2,17.0,15.0,74.0,52.0,1025.6,0.0,4.0,16.9,5,No
3,0.0,2.6,0.6,0,43.0,0,1,19.0,13.0,76.0,63.0,1027.7,8.0,8.0,14.8,5,Yes
3,0.2,0.6,8.3,5,26.0,6,15,6.0,6.0,97.0,40.0,1020.4,7.0,4.0,17.5,6,No
3,0.0,2.2,9.3,5,15.0,7,5,7.0,11.0,86.0,40.0,1018.4,3.0,3.0,16.6,6,No
3,0.0,1.6,4.1,4,28.0,10,9,17.0,9.0,72.0,92.0,1014.4,5.0,7.0,11.9,6,Yes
3,0.0,1.0,8.3,9,31.0,9,9,17.0,22.0,78.0,55.0,1014.9,1.0,8.0,14.0,6,No
3,0.8,2.8,6.2,13,46.0,13,13,13.0,24.0,84.0,57.0,1017.4,1.0,7.0,12.9,6,No
3,0.0,1.6,10.0,7,31.0,7,7,16.68421052631579,17.0,60.0,42.0,1018.5500000000002,4.5,4.0,10.5,6,No
3,0.0,2.8,9.6,7,31.0,5,5,4.0,11.0,79.0,46.0,1026.6,0.0,1.0,11.6,6,No
3,0.0,1.2,6.8,4,26.0,0,12,11.0,7.0,73.0,50.0,1025.4,3.0,7.0,12.1,6,No
3,0.0,1.4,7.8,10,35.0,10,12,17.0,15.0,68.0,32.0,1017.6,6.0,2.0,16.9,6,No
3,0.2,3.8,8.6,13,46.0,10,13,13.0,22.0,61.0,26.0,1012.1,6.0,2.0,17.7,6,No
3,0.0,3.4,2.7,14,24.0,11,14,9.0,13.0,68.0,60.0,1013.0,6.0,7.0,14.1,6,No
3,0.6,0.6,8.7,8,20.0,6,6,9.0,9.0,91.0,39.0,1021.0,5.0,2.0,16.6,6,No
3,0.0,2.4,8.2,1,26.0,0,2,15.0,9.0,73.0,42.0,1026.2,0.0,6.0,17.6,6,No
3,0.0,2.0,9.7,0,28.0,2,6,17.0,7.0,78.0,47.0,1027.3,1.0,2.0,17.2,6,No
3,0.0,2.2,8.0,2,22.0,2,2,13.0,9.0,83.0,51.0,1026.2,2.0,6.0,17.1,6,No
3,0.0,2.4,7.5,4,33.0,1,10,19.0,15.0,76.0,42.0,1023.2,6.0,7.0,18.4,6,No
3,0.0,2.0,3.1,4,31.0,4,4,17.0,15.0,78.0,55.0,1019.6,7.0,6.0,18.9,6,Yes
3,2.0,1.8,9.9,1,22.0,1,13,7.0,7.0,86.0,44.0,1018.8,1.0,1.0,20.1,6,No
3,0.2,2.2,9.4,11,33.0,4,11,19.0,17.0,84.0,32.0,1018.7,5.0,5.0,21.8,6,No
3,0.0,3.2,9.8,13,33.0,14,13,7.0,15.0,48.0,38.0,1016.3,1.0,1.0,16.4,6,No
3,0.0,2.6,1.8,12,19.0,10,14,6.0,4.0,73.0,51.0,1016.3,7.0,6.0,15.5,6,No
3,0.2,2.2,0.1,10,28.0,4,10,6.0,17.0,81.0,95.0,1010.3,7.0,7.0,11.6,6,Yes
3,0.0,1.4,7.1,11,31.0,11,14,13.0,17.0,84.0,51.0,1014.1,5.0,4.5,19.0,6,No
3,0.0,2.4,3.0,11,54.0,10,11,13.0,28.0,65.0,43.0,1012.9,7.0,7.0,18.9,6,No
3,0.0,4.0,9.6,13,39.0,15,13,13.0,19.0,52.0,25.0,1012.4,0.0,0.0,16.7,7,No
3,0.0,3.4,8.7,13,41.0,15,13,7.0,20.0,59.0,50.0,1015.9,1.0,5.0,14.9,7,No
3,0.0,2.8,5.0,9,48.0,9,5,20.0,24.0,83.0,49.0,1016.0,7.0,5.0,12.6,7,No
3,0.0,2.6,5.7,5,33.0,5,9,17.0,15.0,85.0,70.0,1021.3,6.0,7.0,12.4,7,No
3,0.0,2.4,7.4,7,24.0,7,7,13.0,7.0,79.0,55.0,1021.8,7.0,6.0,14.0,7,No
3,0.0,2.2,6.1,8,22.0,8,8,6.0,7.0,77.0,50.0,1022.5,7.0,4.0,12.4,7,No
3,0.0,1.0,9.8,2,20.0,8,8,6.0,11.0,85.0,40.0,1022.1,2.0,1.0,14.5,7,No
3,0.0,2.0,9.6,4,31.0,0,1,13.0,11.0,74.0,50.0,1025.1,3.0,3.0,16.3,7,No
3,0.0,2.2,10.0,1,30.0,0,0,19.0,11.0,64.0,42.0,1027.8,1.0,1.0,16.9,7,No
3,0.0,2.4,10.0,0,30.0,0,1,20.0,11.0,78.0,42.0,1025.2,2.0,2.0,17.5,7,No
3,0.0,2.8,7.0,1,33.0,4,11,15.0,17.0,65.0,42.0,1019.7,4.0,3.0,17.9,7,No
3,0.2,3.4,2.9,10,28.0,12,15,9.0,7.0,59.0,56.0,1013.3,7.0,8.0,16.8,7,No
3,0.2,1.2,5.5,15,28.0,12,13,6.0,15.0,95.0,46.0,1011.6,7.0,7.0,14.0,7,No
3,0.0,1.0,7.1,5,15.0,9,5,4.0,4.0,79.0,55.0,1023.0,4.0,7.0,12.9,7,No
3,0.0,0.8,8.9,9,24.0,10,14,6.0,7.0,80.0,44.0,1023.5,3.0,5.0,14.8,7,No
3,0.0,2.2,10.3,14,24.0,11,14,11.0,7.0,60.0,39.0,1023.7,1.0,0.0,17.4,7,No
3,0.0,3.8,9.1,12,31.0,11,11,15.0,17.0,48.0,38.0,1019.8,7.0,6.0,21.8,7,No
3,0.0,4.2,1.7,14,43.0,11,14,13.0,11.0,61.0,90.0,1012.0,6.0,8.0,14.8,7,Yes
3,0.0,1.6,10.3,2,20.0,0,1,7.0,4.0,75.0,38.0,1027.0,0.0,1.0,14.8,7,No
3,0.0,1.8,9.5,12,33.0,4,10,13.0,13.0,66.0,40.0,1025.3,1.0,2.0,16.4,7,No
3,0.8,2.4,1.2,11,24.0,10,8,7.0,11.0,91.0,77.0,1018.1,8.0,7.0,11.4,7,Yes
3,1.8,0.6,1.4,7,30.0,9,5,7.0,13.0,99.0,74.0,1022.6,8.0,7.0,11.1,7,No
3,0.0,0.8,8.2,15,26.0,15,13,6.0,15.0,80.0,52.0,1027.0,2.0,6.0,15.9,7,No
3,0.0,2.2,2.9,7,24.0,13,5,4.0,11.0,72.0,56.0,1028.4,1.0,7.0,14.6,7,No
3,0.0,1.6,5.5,8,20.0,5,5,6.0,9.0,90.0,55.0,1027.9,3.0,7.0,14.2,7,No
3,0.0,1.4,6.2,9,26.0,13,5,7.0,15.0,71.0,50.0,1025.4,8.0,5.0,16.3,7,No
3,0.0,2.6,10.1,3,20.0,8,7,6.0,9.0,73.0,48.0,1028.6,0.0,2.0,15.7,8,No
3,0.0,2.2,10.1,5,17.0,0,9,7.0,2.0,64.0,41.0,1029.4,0.0,0.0,17.4,8,No
3,0.0,5.0,6.3,5,20.0,12,9,4.0,11.0,64.0,31.0,1022.9,5.0,2.0,18.9,8,No
3,0.0,2.4,9.9,12,26.0,10,4,13.0,9.0,50.0,31.0,1023.0,5.0,2.0,20.1,8,No
3,0.0,4.2,10.1,5,44.0,12,5,15.0,28.0,40.0,30.0,1018.1,1.0,1.0,17.2,8,No
3,0.0,4.2,10.8,2,24.0,6,2,9.0,7.0,48.0,27.0,1025.2,0.0,1.0,15.6,8,No
3,0.0,3.2,8.8,10,19.0,4,10,9.0,6.0,55.0,26.0,1020.7,7.0,7.0,16.2,8,No
3,0.0,2.4,9.8,10,43.0,0,11,7.0,13.0,48.0,16.0,1016.1,7.0,7.0,20.1,8,No
3,0.0,5.4,5.8,14,44.0,13,14,15.0,20.0,55.0,29.0,1012.7,1.0,1.0,18.2,8,No
3,0.0,4.0,9.8,5,37.0,12,15,6.0,13.0,43.0,32.0,1014.6,1.0,1.0,18.7,8,No
3,0.0,3.8,7.8,5,28.0,1,9,2.0,13.0,53.0,38.0,1017.8,0.0,7.0,17.0,8,No
3,0.0,2.4,10.7,6,17.0,1,13,6.0,6.0,46.0,32.0,1021.9,0.0,1.0,20.1,8,No
3,0.0,3.6,10.6,4,35.0,11,10,17.0,15.0,43.0,23.0,1020.8,0.0,0.0,22.5,8,No
3,0.0,6.4,2.3,14,57.0,10,12,26.0,22.0,25.0,22.0,1013.4,7.0,6.0,26.5,8,No
3,0.0,6.0,10.8,5,37.0,7,5,15.0,22.0,47.0,28.0,1021.2,0.0,1.0,17.3,8,No
3,0.0,3.4,10.7,2,26.0,1,2,7.0,11.0,36.0,24.0,1029.4,0.0,0.0,18.4,8,No
3,0.0,4.0,9.4,12,24.0,1,12,6.0,9.0,51.0,21.0,1026.9,2.0,3.0,20.2,8,No
3,0.0,3.4,10.0,9,22.0,1,14,2.0,11.0,37.0,28.0,1019.8,6.0,1.0,21.9,8,No
3,0.0,4.0,4.4,15,61.0,11,15,20.0,28.0,37.0,16.0,1009.3,6.0,8.0,25.6,8,No
3,0.4,6.2,2.2,11,30.0,10,12,13.0,15.0,68.0,56.0,1012.1,7.0,8.0,18.0,8,No
3,0.2,2.2,7.0,15,37.0,4,14,13.0,17.0,69.0,29.0,1011.2,7.0,5.0,28.5,8,No
3,0.0,4.2,3.9,15,57.0,10,14,6.0,19.0,74.0,44.0,1010.5,7.0,6.0,21.9,8,No
3,0.0,6.0,9.8,9,65.0,5,15,20.0,13.0,42.0,32.0,1015.5,4.0,4.0,16.0,8,No
3,0.0,4.2,11.0,13,22.0,6,13,9.0,13.0,51.0,30.0,1021.4,0.0,0.0,18.1,8,No
3,0.0,3.4,11.1,14,31.0,10,14,13.0,17.0,34.0,15.0,1019.9,0.0,4.0,22.5,8,No
3,0.0,4.8,5.7,1,24.0,10,11,11.0,13.0,32.0,19.0,1017.8,3.0,7.0,23.0,8,No
3,0.4,5.2,1.4,9,48.0,11,13,19.0,26.0,40.0,20.0,1004.8,7.0,7.0,25.7,8,No
3,0.0,7.8,11.3,9,54.0,5,9,24.0,11.0,47.0,26.0,1020.0,1.0,3.0,14.7,8,No
3,0.0,4.0,10.8,15,35.0,9,9,6.0,9.0,44.0,31.0,1023.5,1.0,1.0,17.8,8,No
3,0.0,4.8,11.0,4,22.0,6,13,4.0,6.0,47.0,28.0,1023.7,0.0,2.0,20.4,9,No
3,0.0,3.8,11.2,0,39.0,1,2,13.0,9.0,40.0,21.0,1022.5,0.0,0.0,22.0,9,No
3,0.0,3.8,10.6,4,39.0,4,11,13.0,17.0,45.0,26.0,1017.3,0.0,2.0,20.4,9,No
3,0.0,7.2,8.3,9,54.0,9,9,22.0,28.0,40.0,26.0,1006.6,3.0,4.0,19.1,9,No
3,0.0,6.2,10.7,5,41.0,9,5,17.0,20.0,71.0,36.0,1013.9,3.0,3.0,16.9,9,No
3,0.0,4.8,11.3,5,35.0,5,13,6.0,15.0,56.0,29.0,1017.2,1.0,1.0,18.1,9,No
3,0.0,4.4,11.3,13,31.0,3,9,4.0,11.0,47.0,25.0,1020.1,0.0,4.5,19.3,9,No
3,0.0,4.6,11.3,12,37.0,10,14,15.0,13.0,30.0,15.0,1022.6,0.0,0.0,25.6,9,No
3,0.0,10.0,10.9,6,33.0,6,8,15.0,11.0,34.0,21.0,1021.6,0.0,0.0,23.8,9,No
3,0.0,5.2,11.5,0,26.0,0,14,15.0,9.0,20.0,6.0,1019.6,0.0,0.0,27.8,9,No
3,0.0,6.2,3.5,14,50.0,10,13,24.0,11.0,21.0,25.0,1013.4,5.0,8.0,25.9,9,Yes
3,0.0,4.0,10.9,13,31.0,11,9,6.0,11.0,46.0,27.0,1019.4,1.0,3.0,26.0,9,No
3,0.0,6.0,9.2,13,59.0,10,15,9.0,17.0,35.0,34.0,1015.4,6.0,7.0,26.5,9,No
3,0.6,6.8,0.6,12,44.0,4,10,11.0,24.0,51.0,94.0,1013.8,7.0,8.0,17.3,9,No
3,0.0,4.2,11.2,13,33.0,8,9,9.0,17.0,52.0,26.0,1019.4,0.0,1.0,21.1,9,No
3,0.0,6.2,10.5,12,65.0,11,12,17.0,37.0,29.0,12.0,1013.6,0.0,2.0,26.8,9,No
3,0.0,13.0,9.7,9,63.0,9,13,30.0,31.0,38.0,24.0,1013.4,1.0,5.0,16.3,9,No
3,0.0,8.2,11.7,5,50.0,5,9,28.0,31.0,45.0,23.0,1018.5,2.0,1.0,15.6,9,No
3,0.0,7.0,11.6,9,39.0,8,9,13.0,13.0,41.0,22.0,1016.9,1.0,0.0,18.2,9,No
3,0.0,5.8,11.5,13,28.0,3,5,6.0,9.0,36.0,16.0,1017.2,1.0,3.0,21.2,9,No
3,0.0,10.6,3.7,5,44.0,5,5,17.0,13.0,59.0,32.0,1014.2,7.0,6.0,17.2,10,No
3,0.0,4.0,7.7,5,30.0,8,5,9.0,11.0,55.0,36.0,1017.8,6.0,5.0,18.7,10,No
3,0.0,3.8,11.7,5,33.0,7,5,13.0,15.0,54.0,28.0,1020.3,1.0,3.0,21.9,10,No
3,0.0,7.6,12.0,5,41.0,8,5,7.0,20.0,44.0,23.0,1021.6,1.0,4.0,21.1,10,No
3,0.0,8.4,12.0,5,44.0,7,5,19.0,20.0,51.0,26.0,1020.6,0.0,2.0,17.1,10,No
3,0.0,7.4,12.1,8,31.0,8,6,11.0,9.0,42.0,17.0,1023.3,0.0,0.0,18.7,10,No
3,0.0,5.6,11.9,3,30.0,0,2,17.0,9.0,34.0,16.0,1024.2,0.0,1.0,21.1,10,No
3,0.0,6.8,7.9,0,41.0,1,14,24.0,7.0,45.0,16.0,1024.4,1.0,7.0,22.1,10,No
3,0.0,6.6,10.5,14,48.0,4,12,17.0,9.0,39.0,13.0,1019.2,1.0,1.0,25.7,10,No
3,0.0,10.4,11.2,9,54.0,13,13,24.0,22.0,47.0,28.0,1008.7,2.0,4.0,20.8,10,No
3,0.0,7.6,9.2,9,50.0,5,9,19.0,26.0,38.0,29.0,1013.6,7.0,7.0,19.7,10,No
3,0.0,7.2,12.6,5,44.0,7,5,19.0,22.0,46.0,22.0,1019.9,1.0,2.0,18.9,10,No
