@relation weatherAUS_withTempDiff-weka.filters.unsupervised.attribute.NumericToNominal-Rlast-weka.filters.unsupervised.attribute.Standardize

@attribute Location numeric
@attribute Rainfall numeric
@attribute Evaporation numeric
@attribute Sunshine numeric
@attribute WindGustDir numeric
@attribute WindGustSpeed numeric
@attribute WindDir9am numeric
@attribute WindDir3pm numeric
@attribute WindSpeed9am numeric
@attribute WindSpeed3pm numeric
@attribute Humidity9am numeric
@attribute Humidity3pm numeric
@attribute Pressure9am numeric
@attribute Cloud9am numeric
@attribute Cloud3pm numeric
@attribute Month numeric
@attribute TempDiff numeric
@attribute RainTomorrow {0,1}

@data
-1.278974,-0.402105,-0.23017,0.797427,0.682639,0.319052,-0.666302,-0.65543,2.20449,-0.969331,-0.327407,0.117855,1.645009,-0.373015,-0.826009,0.780708,0.806148,0
1.382886,-0.402105,1.123094,1.26958,0.008911,0.516468,-1.101526,0.008311,0.182345,0.739256,-0.031492,-0.605993,-0.081405,0.189399,0.172089,-1.564839,0.743793,0
-0.069038,-0.402105,1.393747,-0.119105,-0.215665,-0.273196,1.292206,-0.212936,-0.626512,1.002115,0.856252,-0.927703,-0.889176,0.001928,-0.826009,-1.271646,1.097135,0
1.503879,-0.402105,0.175809,0.51969,-1.563121,-0.07578,0.204146,-1.097924,0.451965,1.264975,-0.741688,0.144665,0.140337,-1.122901,-0.826009,0.487515,0.161817,0
1.019905,-0.402105,-1.448107,-0.480163,0.121199,0.019843,1.292206,1.335793,-1.300561,-1.62648,1.329716,0.519993,1.217366,0.751814,0.371709,-0.098872,-0.565653,0
-1.520961,-0.402105,0.920105,0.547464,1.580943,-0.766736,-1.319138,1.114546,-0.356893,-0.706471,-2.339628,-2.000071,0.187853,-1.122901,0.371709,-1.271646,2.198733,0
1.382886,-0.402105,-0.02718,0.714106,-0.440241,-0.470612,-1.319138,-0.434183,-0.896132,-0.443612,0.974618,1.002559,-1.000047,0.189399,0.172089,-0.978453,0.681438,0
-0.553012,-0.402105,-0.02718,1.297353,1.356367,-0.07578,-0.666302,-0.434183,0.182345,-0.706471,0.441971,-1.142177,0.267046,-1.122901,0.172089,1.367095,2.323442,0
1.624873,-0.402105,-1.177454,0.214179,0.458063,0.121636,0.421758,0.672052,-0.626512,-0.969331,0.264422,0.144665,-0.588242,-1.497844,0.371709,0.194321,-0.046031,0
0.414937,-0.402105,1.055431,-2.118811,0.008911,-0.273196,0.204146,0.008311,-0.356893,0.082107,0.797069,0.680848,-0.936692,1.5017,1.569426,1.367095,-1.085274,0
0.777918,-0.402105,-0.02718,0.658558,1.131791,-0.470612,0.856982,1.114546,-0.356893,0.476396,0.146056,-0.069809,-1.190111,0.001928,-0.42677,1.367095,-0.461728,0
-0.311025,-0.402105,0.555557,1.26958,-0.215665,0.516468,-0.883914,-0.434183,-0.896132,-0.180752,-0.209041,-0.284283,0.203691,0.189399,0.172089,-1.271646,0.203387,0
1.503879,0.606061,-0.02718,-1.50779,0.233487,-0.470612,0.204146,-0.212936,0.182345,0.082107,1.684813,1.270651,-0.334823,1.5017,0.770948,0.194321,-1.064489,0
-0.432019,-0.402105,0.852441,0.269727,0.458063,0.121636,-0.013466,0.008311,0.182345,0.082107,-0.800871,0.251901,-0.762467,1.126757,1.170187,1.367095,-1.251553,0
0.414937,-0.402105,-0.771475,-0.119105,-0.440241,-0.964152,-0.666302,-0.434183,-1.57018,-0.443612,1.743996,0.30552,0.267046,1.126757,0.770948,0.487515,0.099463,0
1.503879,0.606061,0.581789,0.686332,0.233487,-0.07578,0.204146,-1.319171,-0.087274,0.213537,0.441971,1.163414,-1.269304,-0.747958,-0.826009,-1.271646,-0.669577,0
0.656924,-0.402105,0.243473,0.325274,0.121199,0.019843,1.292206,-1.097924,0.182345,0.082107,0.678703,0.734467,0.520465,0.751814,-0.42677,-0.685259,-0.316234,0
-1.520961,-0.402105,-0.094843,0.852974,0.907215,-1.358984,-1.319138,0.893299,-0.356893,-0.969331,-0.209041,-1.142177,0.853076,-0.747958,0.172089,1.073902,1.595972,0
-0.674006,-0.402105,0.446462,0.464143,-1.563121,2.490628,-0.231078,-1.540419,-0.356893,0.739256,-0.327407,-0.284283,-0.12892,-0.373015,-0.42677,-0.978453,-0.066816,0
1.019905,0.606061,-1.786423,-0.730126,0.121199,0.019843,0.856982,1.114546,-1.030941,-1.49505,1.388899,1.377888,0.884754,1.126757,1.170187,-0.098872,-0.856641,0
0.777918,2.11831,0.040483,0.491916,1.805519,-0.964152,-1.101526,1.55704,-1.57018,0.213537,-0.149858,-0.069809,-1.158433,-0.747958,-0.826009,1.660289,-0.21231,0
1.503879,-0.402105,0.040483,-0.091331,0.682639,-0.964152,0.63937,-0.65543,-0.896132,-1.232191,0.146056,1.217032,-1.681109,-0.747958,1.170187,1.660289,-1.022919,0
-0.915993,-0.402105,1.190757,1.130711,0.907215,-0.668028,1.509818,0.672052,-0.087274,-0.180752,-0.268224,0.144665,-1.142595,-1.122901,-1.225248,1.367095,-0.25388,0
1.745867,-0.402105,0.446462,0.547464,-0.889393,-0.668028,-1.53675,-1.097924,-0.087274,-0.706471,0.915435,0.359138,0.377917,1.5017,0.371709,1.073902,0.43202,0
0.293943,-0.402105,-1.651097,-1.174505,0.458063,1.89838,0.63937,0.450805,-0.087274,1.659264,0.205239,0.359138,-2.235462,0.751814,0.371709,0.487515,-1.147629,0
-0.795,-0.402105,-0.906802,0.353048,0.121199,0.019843,0.09534,1.778287,-1.839799,1.659264,0.915435,-0.498756,1.296559,-1.122901,-1.225248,0.487515,1.783036,0
-0.069038,-0.402105,-0.433159,-1.174505,-0.440241,1.207424,0.421758,0.229558,0.856394,0.476396,0.382788,0.895322,-0.25563,1.126757,1.170187,-0.685259,-1.002135,0
-1.278974,-0.402105,0.514125,0.880748,0.008911,-0.964152,0.204146,0.229558,-0.087274,-0.706471,-0.741688,-0.874085,0.631335,-1.497844,-0.826009,0.780708,1.720681,0
-1.15798,-0.402105,0.555557,0.658558,-0.889393,0.121636,-0.883914,-0.212936,-0.356893,-0.443612,-0.38659,-0.820466,-0.033889,-0.747958,-1.624487,-0.685259,0.47359,0
-1.278974,-0.402105,0.040483,0.158632,-0.440241,1.40484,0.421758,0.450805,1.934871,1.922124,-0.741688,-0.552374,-0.3665,-1.122901,-0.02753,-0.392066,0.224172,0
1.261892,-0.402105,-0.162506,-0.924542,-0.215665,-0.964152,-0.883914,-0.876677,-0.356893,-0.706471,-0.504956,0.573612,0.948108,1.126757,0.770948,0.780708,-1.397047,0
-0.069038,1.110144,0.311136,-2.03549,-0.889393,0.319052,-0.013466,0.229558,0.451965,1.264975,1.507265,0.519993,-0.60408,1.126757,1.170187,-0.978453,-0.918995,0
1.503879,-0.402105,0.717115,0.769653,-0.889393,-0.273196,-0.231078,-0.876677,0.721584,0.739256,0.146056,-0.069809,-0.334823,-1.122901,0.371709,-0.685259,-0.357804,0
-0.674006,0.101978,0.108146,0.908522,1.356367,0.121636,1.72743,-0.434183,-0.896132,0.213537,0.027691,0.091046,0.108659,-0.373015,-0.42677,1.073902,0.619084,0
0.293943,-0.402105,-0.771475,1.186259,0.233487,-0.470612,0.856982,-0.876677,-0.087274,0.082107,0.027691,-0.069809,-0.714951,0.189399,0.172089,1.660289,0.203387,0
1.745867,-0.402105,0.446462,1.519543,-0.889393,0.121636,-1.101526,-0.876677,0.451965,0.739256,0.382788,1.109796,0.425433,0.751814,-0.02753,-1.564839,-0.565653,0
0.293943,-0.402105,-0.568486,-1.174505,1.131791,-0.766736,1.074594,1.55704,-0.087274,-1.232191,0.323605,-0.069809,1.565816,1.126757,0.770948,-0.685259,0.057893,0
1.382886,2.11831,-0.839138,0.547464,0.233487,0.319052,0.204146,-0.212936,0.451965,0.476396,1.270533,0.62723,-0.160598,0.189399,0.172089,1.367095,-0.544868,0
0.172949,-0.402105,-1.448107,-1.118958,0.233487,0.516468,0.204146,0.229558,0.451965,1.659264,0.441971,0.519993,-0.065566,0.189399,0.172089,0.487515,-0.482513,0
-0.674006,-0.402105,1.6644,1.04739,-1.563121,1.602256,-1.319138,0.229558,1.395632,-1.232191,-2.221262,-1.195795,-0.873338,-0.747958,-0.42677,1.660289,1.284199,0
1.140898,4.134643,-1.177454,-1.424469,0.008911,0.319052,-0.013466,0.229558,0.856394,1.264975,-0.268224,0.519993,0.251207,1.126757,1.170187,-0.978453,-1.209983,0
0.53593,-0.402105,-0.433159,0.436369,-0.664817,-0.273196,1.074594,-0.65543,-0.087274,1.002115,-0.564139,-0.498756,0.853076,-1.122901,0.770948,0.487515,0.037108,0
-0.190031,0.101978,-0.500822,-1.341148,1.356367,1.89838,-1.53675,-1.097924,1.665251,0.739256,1.625631,1.270651,-1.158433,1.5017,1.170187,1.367095,-0.93978,0
0.172949,-0.402105,-1.042128,-0.369068,-0.440241,-0.964152,-0.44869,0.450805,0.182345,-0.706471,-0.031492,-0.177046,1.5183,0.376871,1.170187,1.073902,-0.482513,0
-1.641955,-0.402105,0.717115,0.852974,0.233487,0.121636,1.292206,-0.212936,-1.57018,-0.180752,-2.457994,-1.946453,0.251207,-1.497844,-1.225248,-0.685259,1.533617,0
-1.520961,-0.402105,1.799726,0.714106,0.458063,1.010008,0.421758,1.335793,1.395632,1.527834,-0.564139,-1.410269,-0.556564,-0.747958,-0.02753,0.780708,-0.149956,0
-1.15798,-0.402105,0.555557,1.408448,0.458063,0.319052,-1.101526,-0.212936,1.126013,0.082107,-1.096786,-1.571124,-0.49321,0.189399,0.172089,-1.564839,1.720681,0
-0.190031,-0.402105,0.784778,1.325127,-1.563121,1.010008,-1.319138,-1.540419,-0.356893,2.184983,0.61952,0.30552,0.536303,-1.122901,-1.225248,-1.564839,0.348881,0
-0.432019,-0.402105,1.258421,1.380675,-0.440241,0.615176,0.204146,0.008311,-0.626512,0.739256,-1.215152,-0.177046,-0.398178,-1.497844,-1.225248,1.367095,0.057893,0
0.051956,0.606061,-0.02718,-1.674432,-1.563121,-0.766736,-0.231078,-1.540419,-0.896132,-1.49505,0.797069,1.002559,0.504626,1.126757,1.170187,-0.685259,-0.877425,0
-0.674006,-0.402105,-0.839138,0.464143,0.907215,-0.273196,0.63937,1.55704,0.721584,-0.706471,-1.215152,-1.624742,1.99346,-1.497844,-1.624487,0.487515,0.993211,0
1.745867,0.101978,-0.23017,1.075164,1.356367,0.319052,1.292206,1.335793,1.395632,0.739256,-0.268224,0.895322,1.217366,1.126757,0.172089,1.073902,0.452805,0
-0.674006,-0.402105,1.867389,1.26958,-0.440241,1.010008,-1.101526,-0.434183,0.182345,2.184983,-0.97842,-0.445138,-1.000047,-1.497844,-1.624487,-1.271646,-0.087601,0
0.898911,-0.402105,-0.974465,-2.063264,0.907215,-2.04994,1.509818,0.893299,-1.030941,-0.969331,0.856252,1.806835,2.088492,1.126757,1.569426,-0.098872,-0.731931,0
1.140898,-0.402105,-0.162506,1.26958,0.233487,-0.07578,-1.319138,0.893299,0.721584,-1.232191,0.560337,-1.410269,0.156175,-1.497844,-0.42677,-1.271646,1.970099,0
1.382886,-0.402105,-0.297833,1.186259,-0.889393,0.615176,-0.883914,-0.876677,1.395632,1.002115,0.560337,0.091046,0.948108,0.189399,0.172089,-1.271646,-0.004462,0
-1.15798,-0.402105,0.555557,0.325274,-1.563121,1.010008,-0.883914,-0.876677,0.182345,0.213537,0.205239,0.359138,1.106495,0.189399,-0.826009,-0.098872,-1.064489,0
0.293943,-0.402105,0.649452,-0.480163,1.805519,1.799672,0.856982,1.114546,1.126013,1.002115,-0.623322,-1.03494,-1.221788,1.126757,0.770948,-1.564839,0.411235,0
-1.15798,-0.402105,0.555557,-2.146585,0.458063,-0.07578,0.09534,0.450805,0.409393,0.213537,-0.327407,-0.552374,-0.010131,0.189399,0.172089,-0.978453,0.348881,0
-0.915993,-0.402105,0.514125,0.575237,-1.563121,0.516468,-0.883914,-1.319171,-0.087274,1.264975,0.146056,0.573612,-0.857499,0.376871,1.170187,-0.685259,-0.524083,0
1.503879,-0.402105,0.243473,-0.591258,-0.889393,1.010008,-0.231078,-1.097924,0.721584,1.264975,0.205239,0.091046,-0.588242,-0.747958,0.770948,-0.392066,-0.316234,0
-1.520961,0.101978,-1.380444,-0.00801,1.356367,-0.964152,0.856982,1.778287,-1.030941,-0.706471,1.980728,-0.016191,1.454946,-1.497844,0.172089,-0.098872,1.013996,0
-0.432019,-0.402105,2.273368,1.436222,0.008911,-0.273196,-1.101526,0.008311,-0.087274,0.213537,-1.629432,-0.445138,-0.318984,-1.497844,-1.624487,1.660289,0.265741,0
0.172949,1.614227,-1.380444,-0.53571,-0.889393,-1.753816,1.074594,-0.434183,-1.57018,-2.152199,1.21135,0.734467,0.916431,1.126757,1.170187,-0.392066,-0.17074,0
-0.553012,3.126476,-0.433159,-1.118958,-0.440241,-0.273196,1.292206,0.450805,0.182345,0.082107,1.803179,0.466375,0.663013,1.5017,0.172089,1.073902,-0.690362,0
1.019905,-0.402105,0.987768,-0.091331,0.121199,0.019843,-0.883914,0.118934,-0.626512,0.141848,0.086874,0.117855,-0.414016,0.376871,0.172089,-1.564839,-0.723951,0
-1.399968,-0.402105,-0.636149,0.575237,0.458063,-0.470612,-1.53675,0.450805,-1.57018,0.213537,-1.215152,-0.981322,0.076982,-1.122901,-0.02753,-0.392066,0.161817,0
-0.674006,-0.402105,-0.703812,0.436369,-1.338545,-1.5564,-0.666302,0.893299,-0.087274,-1.62648,0.678703,0.037428,1.359914,-1.122901,-1.225248,0.487515,0.660654,0
-1.278974,3.126476,0.987768,-0.563484,0.458063,0.319052,-1.101526,-0.212936,-0.896132,-2.152199,-0.209041,-0.498756,-0.318984,0.751814,-0.42677,0.780708,0.43202,0
0.051956,0.101978,0.108146,0.130858,-1.563121,-0.07578,-0.44869,-1.097924,-1.300561,-0.180752,0.560337,0.251901,1.740041,0.751814,-0.02753,0.487515,-0.191525,0
-0.432019,-0.402105,-1.042128,-0.285747,-0.664817,-0.964152,-1.101526,-1.097924,-0.896132,-1.232191,0.086874,-0.069809,2.484458,1.126757,-1.225248,0.487515,0.141032,0
-0.432019,-0.402105,-0.771475,0.630785,-0.440241,-0.273196,-0.231078,-0.434183,0.182345,-0.180752,-0.445773,0.359138,0.948108,-0.747958,-1.225248,1.073902,0.203387,0
0.53593,-0.402105,0.920105,-0.2302,0.008911,-0.07578,0.204146,-0.876677,0.856394,1.264975,0.560337,0.573612,-1.712787,0.751814,0.770948,-1.564839,-1.147629,0
-0.432019,3.126476,-0.974465,-0.119105,0.458063,-0.668028,0.63937,0.450805,-0.896132,-0.443612,0.264422,0.144665,0.013627,-0.747958,0.371709,0.780708,0.328096,0
-1.762948,-0.402105,2.273368,1.214032,1.580943,-0.273196,-1.319138,0.893299,0.451965,-0.443612,-1.333518,-2.160926,-0.778306,-1.497844,-0.42677,1.367095,1.720681,0
1.261892,0.101978,-0.771475,0.353048,1.356367,-0.668028,1.292206,0.450805,0.721584,0.082107,-0.268224,0.466375,-0.461532,-0.747958,1.170187,-0.392066,-1.106059,0
-0.432019,-0.402105,-0.02718,-0.53571,-0.440241,-0.964152,0.09534,0.450805,-1.839799,-1.62648,-0.149858,0.680848,0.187853,1.126757,1.170187,-0.685259,0.099463,0
-1.762948,-0.402105,1.935052,0.51969,-0.215665,-0.470612,-0.231078,0.229558,0.721584,-0.443612,0.323605,-1.195795,-0.382339,1.126757,0.172089,-0.978453,0.182602,0
1.261892,-0.402105,0.040483,0.436369,-1.563121,-0.273196,-1.101526,-1.097924,0.451965,0.082107,0.856252,1.592361,0.504626,-0.373015,-0.42677,-0.978453,-1.542541,0
1.140898,-0.402105,-1.583433,-1.118958,0.907215,-0.668028,-0.666302,1.114546,-0.087274,-0.706471,1.625631,1.699598,0.979786,1.5017,0.371709,0.194321,-1.251553,0
-1.762948,-0.402105,0.920105,0.51969,0.233487,0.121636,-1.101526,0.229558,-0.356893,-0.706471,-1.98453,-1.731979,0.314562,0.001928,0.770948,-0.685259,0.764578,0
-1.036987,-0.402105,-1.042128,-0.480163,-1.338545,-2.642188,-1.53675,-0.876677,-1.030941,-2.152199,2.039911,0.680848,0.742206,1.5017,-1.225248,-0.392066,0.764578,0
-0.553012,-0.402105,1.799726,-1.396695,1.356367,1.40484,0.856982,1.778287,0.182345,1.527834,-2.280445,-1.303032,-2.647268,1.5017,0.770948,-1.564839,0.826932,0
-0.432019,-0.402105,-0.433159,0.714106,0.008911,0.516468,-0.44869,-0.434183,-0.356893,0.213537,0.678703,0.573612,-1.5544,1.126757,-0.826009,1.367095,-1.251553,0
-0.674006,-0.402105,0.175809,0.880748,0.458063,1.010008,-0.44869,0.450805,0.451965,1.264975,-1.215152,-0.391519,-1.427691,-0.373015,0.371709,1.660289,1.346554,0
-1.641955,-0.402105,-0.433159,0.658558,0.233487,-0.07578,0.421758,0.008311,-0.626512,0.739256,0.382788,-0.766848,0.172014,-0.373015,0.770948,-0.392066,0.702223,0
1.261892,-0.402105,0.514125,1.130711,0.682639,-0.07578,0.856982,1.55704,0.721584,0.082107,0.441971,1.163414,-0.271468,0.001928,1.170187,-1.564839,-1.334692,0
-0.674006,-0.402105,0.311136,1.186259,-0.440241,0.319052,0.421758,0.450805,0.182345,1.002115,-1.333518,-0.337901,-0.461532,-1.122901,-0.826009,1.660289,-0.108386,0
0.293943,-0.402105,-0.162506,-0.146879,1.580943,2.095796,1.509818,1.55704,1.126013,1.264975,-1.096786,-0.445138,-0.746628,-0.747958,0.770948,-0.685259,-0.93978,0
-0.795,-0.402105,-0.433159,0.380822,1.580943,0.615176,1.074594,1.114546,0.451965,1.527834,0.501154,-0.230664,-0.002211,1.126757,0.371709,0.780708,0.556729,0
0.656924,-0.402105,-0.839138,0.464143,0.121199,0.019843,1.292206,1.778287,0.451965,-1.62648,0.205239,-0.284283,0.948108,-1.122901,-1.624487,-0.098872,-0.087601,0
-0.432019,-0.402105,1.867389,1.380675,-0.889393,-0.273196,-1.53675,-0.434183,-0.356893,-0.443612,-0.919237,-0.927703,-0.920854,-1.122901,-1.624487,-1.564839,1.20106,0
1.140898,-0.402105,0.040483,1.463996,0.008911,-0.273196,-1.101526,0.008311,0.182345,0.739256,-0.919237,-0.605993,0.963947,-1.122901,-0.42677,-1.564839,1.221845,0
0.53593,-0.402105,-0.433159,0.825201,-0.664817,0.812592,1.72743,-1.319171,-0.626512,1.527834,0.146056,0.037428,0.583819,-1.122901,-1.225248,-0.978453,-0.316234,0
0.898911,-0.402105,0.446462,-1.757753,0.233487,0.121636,-0.44869,0.229558,-0.626512,1.527834,1.21135,1.538743,-0.794144,1.126757,1.170187,-1.271646,-1.646465,0
-1.278974,-0.402105,-0.906802,0.51969,-0.889393,-0.273196,-0.231078,1.55704,0.451965,-1.232191,-0.445773,-0.552374,0.330401,-1.122901,-1.225248,-0.098872,0.224172,0
-1.641955,-0.402105,2.544021,1.130711,-1.113969,0.516468,-1.319138,-1.097924,0.856394,-0.443612,-2.221262,-1.892834,-0.84166,1.126757,0.770948,1.660289,0.910072,0
0.293943,-0.402105,-1.042128,-1.202279,1.580943,1.207424,1.074594,0.893299,0.451965,0.082107,-0.090675,0.251901,0.45711,0.189399,0.172089,0.780708,0.369666,0
-1.036987,-0.402105,-0.636149,1.214032,0.458063,-1.161568,-1.319138,0.450805,-0.626512,-0.706471,0.61952,-0.927703,-0.033889,-1.122901,-1.225248,1.073902,1.346554,0
1.503879,-0.402105,-1.312781,0.714106,-0.664817,-1.161568,-0.883914,-0.65543,0.451965,0.082107,0.205239,0.841704,-0.524887,-1.122901,0.371709,0.194321,-0.17074,0
1.140898,-0.402105,1.46141,1.380675,0.682639,0.615176,0.63937,-1.319171,1.934871,0.476396,-1.925347,-1.731979,-0.334823,-1.122901,-1.225248,-1.564839,1.658326,0
-1.399968,-0.402105,0.243473,0.74188,-0.440241,-0.07578,-0.013466,-0.434183,0.182345,0.476396,-1.096786,-1.088558,0.409594,-1.497844,-1.225248,0.487515,-0.087601,0
0.53593,-0.402105,-0.771475,-2.063264,0.458063,0.812592,1.72743,0.450805,-0.087274,0.739256,-0.149858,-0.498756,-0.049727,1.126757,1.170187,-0.392066,-0.669577,0
-0.553012,-0.402105,1.799726,1.075164,-0.889393,1.010008,-1.101526,-1.097924,0.721584,-1.49505,-0.268224,-1.249414,0.647174,0.189399,0.371709,-1.564839,0.764578,0
1.019905,0.101978,-0.906802,-2.007716,0.121199,0.019843,1.509818,1.55704,-0.356893,-0.969331,0.382788,2.128545,1.058979,1.5017,1.569426,0.487515,-0.628007,0
0.051956,-0.402105,-0.636149,-0.119105,-0.215665,-1.358984,-0.013466,-0.212936,-1.300561,-1.62648,0.086874,0.359138,0.140337,0.376871,1.170187,0.487515,-0.149956,0
