Location,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Cloud9am,Cloud3pm,Temp3pm,Month,RainTomorrow
21,0.0,7.0,11.0,2,52.0,2,2,20.0,33.0,64.0,21.0,1014.7,1.0,0.0,33.1,5,No
18,0.2,5.8,3.9,11,35.0,1,11,9.0,13.0,61.0,45.0,1014.9,7.0,7.0,20.5,10,No
24,0.0,1.0,7.1,10,31.0,4,4,15.0,17.0,81.0,60.0,1019.5,6.0,7.0,13.3,5,No
21,0.0,5.4,10.7,0,37.0,0,4,22.0,22.0,62.0,38.0,1015.6,7.0,1.0,29.2,7,No
2,0.0,1.2,9.7,6,26.0,8,8,7.0,13.0,99.0,59.0,1034.7,1.0,2.0,14.2,7,No
21,0.0,9.8,11.5,2,48.0,3,6,31.0,22.0,22.0,6.0,1014.4,1.0,1.0,37.4,10,No
9,0.0,6.4,10.5,4,33.0,1,13,20.0,17.0,48.0,21.0,1020.8,1.0,4.0,33.7,4,No
18,0.0,3.6,9.0,9,22.0,1,7,6.0,13.0,99.0,57.0,1016.3,5.0,2.0,22.2,3,No
9,0.0,6.2,11.5,13,35.0,5,13,9.0,26.0,58.0,37.0,1016.8,1.0,3.0,24.9,3,No
0,0.0,5.8,10.8,3,31.0,11,8,9.0,11.0,34.0,13.0,1026.7,0.0,0.0,23.9,8,No
11,0.0,2.0,5.9,5,31.0,10,5,7.0,11.0,93.0,63.0,1019.5,7.0,4.0,20.4,5,No
17,0.2,2.2,8.3,8,46.0,12,9,20.0,13.0,59.0,49.0,1006.1,4.5,4.5,7.2,8,No
18,0.0,4.0,8.2,10,30.0,1,12,4.0,11.0,84.0,36.0,1021.0,4.0,7.0,24.7,4,No
0,0.0,2.6,4.2,2,20.0,2,11,13.0,9.0,53.0,36.0,1032.5,7.0,7.0,13.2,7,No
28,1.6,3.4,8.0,8,57.0,5,5,24.0,30.0,74.0,64.0,1019.7,6.0,6.0,23.5,2,No
2,0.0,4.0,10.7,14,50.0,10,12,20.0,11.0,28.0,14.0,1021.8,1.0,1.0,22.8,9,No
15,0.0,5.0,10.3,5,19.0,5,1,7.0,13.0,47.0,32.0,1023.4,1.0,0.0,19.8,8,No
7,0.0,8.0,11.2,4,30.0,13,4,9.0,17.0,66.0,45.0,1011.4,4.0,4.0,32.1,3,No
2,0.0,3.0,4.2,11,48.0,10,11,28.0,31.0,42.0,18.0,1014.5,4.0,7.0,19.8,8,No
28,0.2,1.0,8.7,4,24.0,14,4,6.0,15.0,61.0,54.0,1018.5,0.0,1.0,16.9,7,No
16,0.0,0.8,7.4,12,15.0,11,10,9.0,7.0,100.0,60.0,1020.6,6.0,7.0,18.2,5,No
18,0.0,3.6,7.1,1,39.0,4,10,20.0,17.0,70.0,53.0,1022.0,6.0,7.0,16.2,7,No
24,0.4,1.6,10.1,8,39.0,3,6,20.0,24.0,84.0,47.0,1024.9,2.0,4.5,18.9,4,No
20,0.0,8.0,3.5,9,52.0,2,9,6.0,33.0,50.0,22.0,1003.6,7.0,7.0,34.5,1,No
6,0.0,8.4,9.1,7,39.0,2,14,9.0,13.0,36.0,25.0,1012.1,1.0,7.0,29.4,2,No
18,0.0,5.0,10.8,13,31.0,5,9,6.0,13.0,79.0,39.0,1015.6,1.0,1.0,23.7,3,No
27,0.0,8.0,10.2,3,39.0,6,2,17.0,26.0,61.0,51.0,1009.0,7.0,7.0,31.5,3,No
9,0.0,5.2,10.6,9,35.0,1,13,13.0,20.0,52.0,46.0,1026.3,0.0,1.0,22.9,4,No
21,0.0,7.2,9.6,11,35.0,6,11,7.0,22.0,67.0,47.0,1014.8,3.0,1.0,31.6,9,No
4,0.0,2.8,11.5,8,31.0,7,5,9.0,11.0,46.0,10.0,1016.5,0.0,0.0,26.1,9,No
20,0.0,2.0,8.5,13,30.0,13,6,24.0,19.0,73.0,56.0,1024.7,1.0,7.0,19.7,5,No
25,0.0,3.8,10.8,5,30.0,9,9,13.0,20.0,70.0,59.0,1011.5,2.0,1.0,23.8,4,No
20,0.0,6.0,10.8,1,31.0,4,4,11.0,17.0,60.0,62.0,1017.8,4.5,4.5,24.5,4,No
27,1.8,10.4,10.9,0,33.0,3,4,17.0,24.0,64.0,57.0,1016.4,3.0,1.0,29.6,11,No
7,0.0,6.2,5.1,2,46.0,8,2,11.0,24.0,54.0,59.0,1018.3,1.0,7.0,24.7,5,No
13,0.0,4.0,9.8,2,39.0,15,2,7.0,26.0,86.0,57.0,1021.9,2.0,3.0,21.5,3,No
26,0.0,4.4,8.0,6,56.0,6,8,20.0,35.0,63.0,48.0,1024.7,4.5,4.5,18.4,2,No
2,0.0,1.6,4.8,13,31.0,15,9,13.0,15.0,93.0,59.0,1020.5,1.0,8.0,16.4,6,No
17,0.0,7.4,10.3,9,65.0,13,5,11.0,20.0,43.0,29.0,1017.9,4.5,4.5,18.5,2,No
11,0.0,5.4,11.5,5,26.0,6,9,6.0,15.0,58.0,42.0,1020.2,6.0,6.0,20.6,10,No
9,0.0,1.8,4.5,6,35.0,8,6,11.0,19.0,99.0,58.0,1022.8,8.0,7.0,18.3,6,No
3,0.0,7.6,5.8,1,35.0,1,4,20.0,7.0,68.0,39.0,1026.9,6.0,5.0,26.2,3,No
18,0.0,3.8,7.4,4,30.0,1,4,11.0,13.0,91.0,48.0,1019.8,7.0,5.0,21.1,8,No
17,0.0,5.8,6.7,2,30.0,11,10,19.0,15.0,64.0,31.0,1009.5,4.5,4.5,27.5,1,No
7,0.0,6.6,10.9,4,35.0,3,1,15.0,28.0,60.0,52.0,1017.5,1.0,4.5,26.8,5,No
4,0.0,4.4,10.2,1,28.0,0,3,13.0,9.0,54.0,27.0,1015.2,1.0,5.0,25.4,4,No
27,2.0,5.4,0.0,8,41.0,8,8,20.0,22.0,85.0,90.0,1017.3,8.0,8.0,23.4,5,No
22,0.0,4.6,10.0,14,30.0,14,3,17.0,17.0,50.0,44.0,1022.6,1.0,1.0,24.8,4,No
22,0.4,1.4,7.0,2,28.0,13,0,4.0,19.0,84.0,61.0,1024.8,2.0,5.0,21.8,4,No
18,0.0,2.8,7.2,14,43.0,11,11,15.0,24.0,73.0,68.0,1021.6,1.0,7.0,12.3,7,No
20,0.0,5.2,10.9,10,39.0,13,4,13.0,24.0,60.0,39.0,1025.3,1.0,2.0,20.8,9,No
10,0.0,6.6,10.6,5,43.0,5,9,24.0,20.0,80.0,50.0,1010.7,7.0,4.5,21.5,1,No
18,0.0,2.6,8.1,11,46.0,11,11,19.0,20.0,75.0,61.0,1015.7,7.0,3.0,15.2,8,No
5,0.0,6.922463768115942,10.5,1,44.0,2,0,17.0,20.0,74.0,53.0,1024.9,2.0,3.0,24.8,4,No
25,0.0,8.0,11.5,1,41.0,1,1,28.0,26.0,70.0,71.0,1018.2,5.0,5.0,24.4,12,No
19,0.0,6.4,6.9,1,35.0,13,4,9.0,24.0,71.0,64.0,1021.2,8.0,6.0,20.8,9,No
7,0.2,7.4,6.2,4,22.0,2,4,6.0,13.0,73.0,60.0,1014.5,4.0,6.0,26.7,5,No
18,0.0,8.4,2.9,7,43.0,6,5,15.0,24.0,62.0,55.0,1014.8,7.0,7.0,18.8,1,No
23,0.0,7.2,4.2,7,37.96875,12,15,15.0,9.0,23.0,36.0,1010.5,8.0,6.0,26.9,10,No
0,0.6,2.4,4.4,6,41.0,6,3,26.0,24.0,75.0,54.0,1022.4,2.0,8.0,16.0,8,No
19,0.0,4.4,9.6,5,26.0,15,12,13.0,11.0,67.0,42.0,1022.8,3.0,3.0,17.6,6,No
6,0.0,2.4,9.6,15,35.0,1,9,7.0,19.0,73.0,37.0,1024.2,1.0,5.0,20.6,4,No
6,0.0,5.4,10.1,9,26.0,1,12,13.0,7.0,65.0,32.0,1018.8,1.0,2.0,27.4,3,No
23,0.0,2.4,7.0,7,37.96875,10,12,9.0,7.0,72.0,40.0,1018.5,1.0,4.0,19.4,6,No
1,0.0,7.0,8.9,7,37.96875,10,6,2.0,13.0,21.0,10.0,1017.2,4.0,6.0,29.0,4,No
18,1.0,4.0,3.9,9,33.0,12,15,15.0,11.0,66.0,45.0,1019.5,7.0,5.0,18.8,9,No
27,1.2,4.2,3.6,3,50.0,6,6,30.0,22.0,79.0,75.0,1019.8,7.0,7.0,23.6,6,No
6,0.0,11.0,10.7,1,39.0,1,12,13.0,11.0,50.0,22.0,1016.6,7.0,3.0,30.5,2,No
20,0.0,5.2,6.8,1,43.0,11,1,7.0,28.0,72.0,73.0,1014.7,4.5,4.5,27.8,2,No
22,0.0,7.4,9.8,15,50.0,11,15,11.0,30.0,64.0,10.0,1013.4,2.0,3.0,30.6,10,No
6,0.0,6.0,13.2,6,30.0,4,3,13.0,7.0,56.0,35.0,1019.7,0.0,3.0,24.6,11,No
25,0.0,2.4,10.0,1,37.0,1,0,22.0,22.0,67.0,73.0,1027.8,1.0,2.0,18.7,10,No
15,0.0,5.6,10.7,1,19.0,9,15,7.0,7.0,59.0,39.0,1018.4,1.0,2.0,27.7,4,No
7,0.0,3.6,10.9,7,35.0,7,8,17.0,13.0,41.0,29.0,1016.2,0.0,0.0,24.6,6,No
23,0.0,4.6,8.1,7,37.96875,8,7,4.0,17.0,57.0,63.0,1020.2,7.0,3.0,19.0,12,No
16,0.0,2.6,5.8,7,30.0,9,7,9.0,19.0,67.0,60.0,1030.3,6.0,6.0,13.5,8,No
6,0.0,2.8,10.8,9,28.0,2,13,11.0,11.0,57.0,23.0,1023.3,1.0,6.0,23.2,4,No
8,0.0,1.8,2.6,6,46.0,6,3,11.0,19.0,76.0,46.0,1029.3,3.0,5.0,12.5,6,No
21,0.0,5.6,9.7,11,31.0,12,14,13.0,20.0,59.0,44.0,1013.5,2.0,3.0,31.7,9,No
18,0.2,4.6,8.1,11,54.0,11,9,20.0,26.0,61.0,62.0,1019.4,1.0,7.0,15.2,8,No
16,0.0,6.2,11.2,7,37.0,6,7,11.0,19.0,65.0,67.0,1020.6,7.0,1.0,18.3,12,No
2,0.0,2.2,9.1,7,24.0,8,8,6.0,11.0,97.0,48.0,1030.6,2.0,4.5,15.5,6,No
14,0.0,4.6,9.4,11,39.0,11,10,19.0,22.0,62.0,33.0,1029.7,7.0,7.0,24.5,5,No
19,0.0,1.8,9.7,14,31.0,14,15,17.0,11.0,77.0,31.0,1026.9,1.0,3.0,20.4,6,No
11,0.0,3.6,2.9,5,24.0,4,7,4.0,11.0,58.0,50.0,1023.6,7.0,7.0,18.9,5,No
7,0.0,11.0,12.0,1,37.0,1,1,24.0,26.0,53.0,44.0,1014.6,5.0,4.5,28.8,11,No
9,0.0,5.4,10.8,15,33.0,10,13,11.0,19.0,46.0,39.0,1012.4,0.0,1.0,30.5,3,No
23,0.0,5.8,12.4,7,37.96875,11,9,20.0,22.0,20.0,51.0,1012.9,0.0,0.0,22.2,10,No
25,0.0,6.0,10.4,1,30.0,4,2,17.0,15.0,63.0,61.0,1019.4,1.0,3.0,23.0,11,No
17,0.0,2.6,8.4,14,43.0,12,14,20.0,20.0,68.0,38.0,1023.2,1.0,1.0,15.9,4,No
8,0.0,3.2,10.2,15,20.0,2,11,4.0,7.0,71.0,46.0,1028.0,7.0,2.0,13.5,8,No
25,0.0,6.8,6.5,5,24.0,4,11,11.0,6.0,62.0,66.0,1015.5,3.0,7.0,23.0,1,No
6,0.0,7.2,12.9,10,35.0,4,11,15.0,15.0,65.0,28.0,1013.4,1.0,6.0,31.3,11,No
10,0.0,4.8,11.7,3,37.0,0,3,11.0,15.0,55.0,20.0,1019.6,4.5,4.5,31.3,3,No
7,0.0,10.0,10.8,0,37.0,4,1,20.0,26.0,57.0,53.0,1018.7,1.0,1.0,28.3,10,No
12,0.0,11.8,0.9,4,35.0,4,4,19.0,9.0,31.0,36.0,1017.5,4.5,4.5,24.8,4,No
7,0.2,5.6,8.8,1,41.0,3,0,17.0,22.0,60.0,55.0,1015.0,5.0,6.0,27.1,5,No
24,0.2,0.8,5.1,8,35.0,6,6,13.0,26.0,84.0,52.0,1022.5,7.0,4.0,12.3,9,No
28,0.0,5.4,11.1,4,41.0,14,4,20.0,26.0,70.0,54.0,1019.9,1.0,5.0,26.8,3,No
9,0.0,2.2,8.7,11,35.0,4,10,17.0,20.0,46.0,33.0,1018.5,1.0,5.0,21.8,6,No
5,0.0,6.922463768115942,13.0,5,41.0,2,5,17.0,31.0,49.0,27.0,1015.1,4.0,4.5,31.6,1,No
13,0.0,5.0,8.6,15,35.0,13,5,22.0,22.0,58.0,47.0,1019.2,7.0,4.0,19.9,1,No
19,0.4,6.6,10.7,9,67.0,7,7,16.68421052631579,19.454545454545453,49.0,34.0,1018.5500000000002,1.0,3.0,17.5,8,No
27,0.0,5.6,9.9,10,37.0,13,11,6.0,19.0,57.0,71.0,1002.7,3.0,4.0,30.9,2,No
24,0.0,5.0,5.6,5,52.0,4,12,9.0,24.0,49.0,20.0,1009.7,1.0,5.0,26.6,1,No
21,0.0,5.6,11.0,2,50.0,0,1,11.0,19.0,72.0,33.0,1015.2,1.0,1.0,32.6,7,No
4,0.0,9.6,9.9,5,59.0,10,15,28.0,15.0,58.0,40.0,1012.6,3.0,4.0,32.9,1,No
4,0.0,3.4,10.6,7,43.0,10,13,20.0,17.0,62.0,27.0,1020.3,0.0,2.0,24.0,8,No
14,0.0,8.8,4.8,11,43.0,13,9,9.0,13.0,51.0,45.0,1017.0,7.0,7.0,28.2,3,No
26,0.6,2.8,9.9,7,43.0,5,9,13.0,17.0,60.0,40.0,1016.0,4.5,4.5,19.4,1,No
9,0.0,0.4,9.0,11,26.0,10,4,9.0,9.0,67.0,30.0,1029.8,0.0,0.0,15.4,6,No
12,0.0,6.922463768115942,12.4,3,31.0,5,3,13.0,9.0,35.0,20.0,1013.1,4.5,4.5,32.2,1,No
2,0.0,12.0,12.6,9,43.0,8,9,7.0,19.0,29.0,10.0,1011.2,0.0,4.5,38.3,2,No
12,1.6,4.2,5.1,9,37.0,5,13,19.0,20.0,67.0,51.0,1015.6,4.5,4.5,22.1,12,No
20,0.0,5.0,11.2,7,37.96875,13,15,26.0,35.0,38.0,21.0,1002.0,1.0,2.0,24.0,10,No
7,0.0,10.0,6.2,1,39.0,7,0,2.0,11.0,48.0,50.0,1015.9,6.0,7.0,29.6,3,No
2,0.0,6.6,12.4,8,46.0,8,8,26.0,24.0,52.0,16.0,1014.6,1.0,0.0,26.6,12,No
10,0.0,4.8,2.2,9,35.0,5,9,9.0,19.0,66.0,39.0,1013.9,8.0,8.0,19.9,2,No
27,0.0,6.2,10.9,11,37.0,11,10,19.0,20.0,64.0,63.0,1013.3,4.0,2.0,29.6,11,No
18,1.2,1.6,2.1,11,28.0,12,11,15.0,9.0,81.0,74.0,1025.7,6.0,7.0,14.8,6,No
20,0.0,8.2,12.2,10,59.0,10,4,9.0,22.0,63.0,70.0,1010.5,6.0,2.0,24.9,1,No
1,0.0,4.8,9.4,7,35.0,5,6,13.0,15.0,33.0,23.0,1020.5,3.0,2.0,20.8,7,No
28,0.0,5.6,12.0,0,31.0,0,0,11.0,19.0,67.0,63.0,1014.5,5.0,3.0,26.0,1,No
6,0.2,0.0,8.8,0,15.0,0,1,6.0,7.0,88.0,49.0,1029.0,1.0,1.0,13.9,7,No
18,0.8,8.6,5.4,8,31.0,0,6,11.0,9.0,88.0,39.0,1010.4,8.0,4.0,32.5,1,No
21,1.0,5.8,11.1,15,39.0,13,15,15.0,28.0,71.0,63.0,1011.1,3.0,6.0,32.6,2,No
18,0.0,4.0,12.9,9,31.0,9,9,7.0,17.0,67.0,35.0,1016.7,5.0,4.0,24.6,2,No
28,0.4,1.0,9.0,8,31.0,7,3,13.0,13.0,57.0,63.0,1014.1,1.0,7.0,23.7,4,No
20,0.0,9.2,9.8,4,43.0,0,4,15.0,24.0,69.0,54.0,1008.1,1.0,1.0,28.3,1,No
6,0.0,2.8,9.5,9,22.0,0,9,7.0,9.0,82.0,48.0,1020.4,1.0,7.0,22.0,3,No
7,0.4,8.8,10.7,0,39.0,0,1,28.0,30.0,57.0,50.0,1013.0,4.0,2.0,30.4,12,No
4,0.0,2.6,10.1,7,39.0,7,8,15.0,19.0,79.0,51.0,1026.4,1.0,3.0,18.5,7,No
9,0.0,10.2,11.2,9,46.0,5,5,17.0,33.0,58.0,43.0,1013.0,7.0,1.0,27.9,12,No
27,0.0,4.8,3.9,3,35.0,8,2,15.0,20.0,75.0,59.0,1015.0,7.0,6.0,28.6,4,No
21,0.0,5.0,10.9,0,39.0,2,13,17.0,13.0,54.0,29.0,1015.4,2.0,1.0,31.6,6,No
14,0.0,2.2,1.2,10,35.0,11,11,19.0,20.0,86.0,61.0,1033.3,7.0,7.0,12.2,6,No
21,0.0,6.4,9.7,15,35.0,9,14,11.0,20.0,70.0,45.0,1013.0,4.0,1.0,31.5,10,No
2,0.0,12.0,6.0,8,50.0,12,5,13.0,22.0,21.0,16.0,1007.0,7.0,7.0,38.1,2,No
6,0.0,11.0,13.7,10,54.0,1,11,26.0,9.0,37.0,18.0,1015.7,1.0,1.0,37.3,1,No
17,0.0,4.0,11.3,4,43.0,12,4,15.0,24.0,64.0,54.0,1021.2,4.5,4.5,25.4,2,No
27,0.0,7.8,11.1,3,44.0,6,2,19.0,28.0,58.0,53.0,1020.8,6.0,8.0,25.2,8,No
16,0.0,5.8,9.6,11,33.0,0,7,2.0,6.0,65.0,56.0,1017.8,7.0,6.0,25.4,11,No
10,0.0,4.0,5.8,3,39.0,3,14,17.0,9.0,67.0,39.0,1015.7,7.0,4.5,23.8,1,No
11,0.0,6.4,5.8,5,33.0,8,5,11.0,19.0,64.0,46.0,1020.0,7.0,4.0,20.4,10,No
23,0.0,5.0,4.3,7,37.96875,3,0,13.0,28.0,74.0,72.0,1020.7,5.0,5.0,20.7,3,No
19,0.0,5.4,9.7,4,37.0,15,4,9.0,26.0,57.0,51.0,1019.2,1.0,5.0,21.3,9,No
26,0.0,6.2,12.3,8,43.0,3,7,9.0,26.0,64.0,47.0,1017.4,4.5,4.5,23.5,1,No
12,0.0,6.922463768115942,12.4,0,30.0,10,5,7.0,11.0,37.0,16.0,1016.6,4.5,4.5,27.9,12,No
26,0.0,4.8,10.0,2,37.0,6,2,17.0,22.0,62.0,40.0,1023.1,4.5,4.5,20.8,11,No
25,0.0,7.0,9.3,7,41.0,8,8,22.0,22.0,67.0,67.0,1014.4,7.0,7.0,21.4,1,No
15,0.8,6.8,4.5,0,35.0,2,0,4.0,13.0,78.0,60.0,1017.2,7.0,6.0,25.4,1,No
24,0.0,12.2,12.6,5,52.0,5,5,28.0,31.0,59.0,42.0,1018.5,5.0,5.0,17.7,11,No
23,0.0,2.8,6.1,7,37.96875,5,12,4.0,6.0,61.0,45.0,1023.9,7.0,8.0,18.5,8,No
17,0.4,3.4,8.9,5,52.0,1,5,13.0,24.0,51.0,39.0,1023.1,2.0,6.0,16.4,9,No
19,2.0,4.2,9.5,9,30.0,15,3,11.0,17.0,69.0,49.0,1018.2,1.0,3.0,23.5,3,No
25,1.2,4.2,3.3,5,44.0,9,5,22.0,24.0,52.0,66.0,1016.3,7.0,6.0,16.7,7,No
20,0.0,2.0,7.4,9,48.0,14,6,7.0,20.0,57.0,62.0,1016.1,4.5,4.5,15.0,6,No
24,0.2,1.8,4.8,8,19.0,7,7,0.0,11.0,96.0,84.0,1020.3,1.0,7.0,14.3,5,No
18,0.4,2.4,0.8,1,20.0,1,1,7.0,9.0,100.0,64.0,1016.5,7.0,7.0,17.3,9,No
2,0.0,3.8,10.5,2,44.0,7,11,0.0,11.0,75.0,34.0,1021.0,0.0,4.0,28.9,3,No
9,0.0,8.2,12.0,5,50.0,2,9,26.0,33.0,48.0,33.0,1019.1,2.0,1.0,22.8,2,No
2,0.0,1.6,8.1,11,17.0,3,12,9.0,6.0,99.0,44.0,1023.7,1.0,1.0,17.8,6,No
20,0.0,3.4,7.6,7,37.96875,13,7,20.0,19.0,59.0,33.0,1024.9,6.0,7.0,15.3,8,No
23,0.0,5.2,10.4,7,37.96875,7,7,11.0,24.0,56.0,54.0,1026.9,6.0,2.0,18.5,12,No
5,0.0,6.922463768115942,9.2,12,41.0,11,11,9.0,19.0,62.0,25.0,1019.1,0.0,0.0,20.0,7,No
17,0.0,3.8,3.2,14,65.0,12,12,6.0,11.0,65.0,50.0,1003.6,7.0,7.0,16.4,5,No
15,0.0,2.8,9.5,13,30.0,5,7,7.0,7.0,53.0,22.0,1018.1,1.0,0.0,26.4,8,No
22,0.0,2.2,9.8,15,50.0,13,13,22.0,24.0,74.0,39.0,1021.6,2.0,0.0,18.0,7,No
19,1.0,4.2,5.3,1,39.0,5,1,9.0,28.0,80.0,49.0,1015.8,7.0,7.0,26.3,1,No
19,0.0,5.8,7.7,4,39.0,9,0,9.0,20.0,79.0,61.0,1024.6,5.0,3.0,27.0,2,No
4,0.0,3.0,10.2,0,30.0,0,11,15.0,11.0,60.0,32.0,1026.6,0.0,1.0,18.8,7,No
21,0.0,6.4,10.1,0,39.0,0,10,26.0,20.0,78.0,48.0,1016.3,2.0,3.0,27.6,7,No
26,0.2,0.8,0.9,6,22.0,3,8,9.0,11.0,93.0,85.0,1027.3,4.5,4.5,14.1,5,No
14,0.0,8.2,7.8,3,41.0,6,6,11.0,24.0,64.0,41.0,1016.9,5.0,6.0,26.7,1,No
5,0.0,6.922463768115942,12.6,2,52.0,2,6,26.0,19.0,42.0,21.0,1020.5,4.5,4.5,30.6,2,No
8,0.0,4.6,4.4,1,35.0,3,1,13.0,13.0,77.0,58.0,1011.3,8.0,6.0,21.5,2,No
6,0.0,5.6,11.5,14,50.0,13,12,20.0,9.0,42.0,23.0,1007.4,1.0,5.0,25.9,11,No
6,0.0,12.0,10.6,14,52.0,11,15,11.0,28.0,21.0,10.0,1015.5,6.0,4.0,39.4,12,No
0,1.2,3.0,8.3,9,65.0,9,9,19.0,37.0,79.0,33.0,1009.8,7.0,6.0,21.5,8,No
7,0.0,6.6,10.6,4,33.0,1,1,15.0,24.0,59.0,51.0,1017.1,4.0,2.0,26.5,8,No
10,0.3,1.7,2.4,3,28.0,3,6,9.0,15.0,91.0,73.0,1019.0,7.0,4.5,11.0,6,No
